"公司代號","公司名稱","產業別","基本每股盈餘(元)","普通股每股面額","營業收入","營業利益","營業外收入及支出","稅後淨利",
"1101","台灣水泥股份有限公司","水泥工業","1.34","新台幣                 10.0000元","68952108.00","9248171.00","-21615.00","6921541.00",
"1102","亞洲水泥股份有限公司","水泥工業","1.20","新台幣                 10.0000元","45349036.00","4197379.00","1031659.00","4329452.00",
"1103","嘉新水泥股份有限公司","水泥工業","-0.07","新台幣                 10.0000元","1565230.00","-96782.00","109117.00","-11400.00",
"1104","環球水泥股份有限公司","水泥工業","1.57","新台幣                 10.0000元","3287855.00","135176.00","932889.00","1005954.00",
"1108","幸福水泥股份有限公司","水泥工業","0.05","新台幣                 10.0000元","2592867.00","39853.00","-9861.00","20650.00",
"1109","信大水泥股份有限公司","水泥工業","0.72","新台幣                 10.0000元","3743408.00","421584.00","40207.00","379863.00",
"1110","東南水泥股份有限公司","水泥工業","0.01","新台幣                 10.0000元","1141614.00","-97483.00","102518.00","5323.00",
"1201","味全食品工業股份有限公司","食品工業","0.17","新台幣                 10.0000元","13169205.00","101275.00","263196.00","178037.00",
"1203","味王股份有限公司","食品工業","1.49","新台幣                 10.0000元","4633517.00","774237.00","17521.00","577602.00",
"1210","大成長城企業股份有限公司","食品工業","2.24","新台幣                 10.0000元","55967032.00","2139898.00","112918.00","1762218.00",
"1213","大西洋飲料股份有限公司","食品工業","0.21","新台幣                 10.0000元","535966.00","12027.00","3987.00","11707.00",
"1215","台灣卜蜂企業股份有限公司","食品工業","3.90","新台幣                 10.0000元","14759528.00","1270203.00","81047.00","1077780.00",
"1216","統一企業股份有限公司","食品工業","2.62","新台幣                 10.0000元","305037138.00","19471327.00","7226363.00","22447883.00",
"1217","愛之味股份有限公司","食品工業","0.00","新台幣                 10.0000元","3371910.00","17301.00","732.00","11140.00",
"1218","泰山企業股份有限公司","食品工業","0.88","新台幣                 10.0000元","5852520.00","6664.00","306085.00","300705.00",
"1219","福壽實業股份有限公司","食品工業","0.19","新台幣                 10.0000元","8016358.00","-32024.00","36966.00","-18362.00",
"1220","台榮產業股份有限公司","食品工業","0.38","新台幣                 10.0000元","1699435.00","61201.00","26896.00","71029.00",
"1225","福懋油脂股份有限公司","食品工業","1.11","新台幣                 10.0000元","7970121.00","360003.00","17715.00","300211.00",
"1227","佳格食品股份有限公司","食品工業","1.66","新台幣                 10.0000元","19370722.00","2017525.00","-79927.00","1526687.00",
"1229","聯華實業股份有限公司","食品工業","2.40","新台幣                 10.0000元","3582738.00","362839.00","1989047.00","2277862.00",
"1231","聯華食品工業股份有限公司","食品工業","1.72","新台幣                 10.0000元","5312642.00","304912.00","32110.00","274909.00",
"1232","大統益股份有限公司","食品工業","3.79","新台幣                 10.0000元","12700093.00","754088.00","-8959.00","616767.00",
"1233","天仁茶業股份有限公司","食品工業","1.48","新台幣                 10.0000元","1594662.00","156273.00","5433.00","134540.00",
"1234","黑松股份有限公司","食品工業","1.13","新台幣                 10.0000元","7046095.00","156157.00","370672.00","453044.00",
"1235","興泰實業股份有限公司","食品工業","5.15","新台幣                 10.0000元","63717.00","-6454.00","345544.00","302003.00",
"1236","宏亞食品股份有限公司","食品工業","-0.24","新台幣                 10.0000元","1290395.00","-30498.00","6251.00","-26149.00",
"1256","鮮活控股股份有限公司","食品工業","9.26","新台幣                 10.0000元","2405250.00","405277.00","-2947.00","259443.00",
"1262","綠悅控股有限公司","其他","4.64","新台幣                 10.0000元","4867226.00","878276.00","21065.00","758684.00",
"1301","台灣塑膠工業股份有限公司","塑膠工業","5.74","新台幣                 10.0000元","153641840.00","16626841.00","23793163.00","36528338.00",
"1303","南亞塑膠工業股份有限公司","塑膠工業","4.61","新台幣                 10.0000元","224643255.00","21867380.00","20785029.00","36127396.00",
"1304","台灣聚合化學品股份有限公司","塑膠工業","0.84","新台幣                 10.0000元","42866476.00","2556801.00","59875.00","2036974.00",
"1305","華夏海灣塑膠股份有限公司","塑膠工業","1.84","新台幣                 10.0000元","10928129.00","1193447.00","-49558.00","951612.00",
"1307","三芳化學工業股份有限公司","塑膠工業","1.99","新台幣                 10.0000元","7653066.00","1086441.00","-79222.00","792275.00",
"1308","亞洲聚合股份有限公司","塑膠工業","0.92","新台幣                 10.0000元","4808117.00","374846.00","176435.00","474784.00",
"1309","台達化學工業股份有限公司","塑膠工業","0.79","新台幣                 10.0000元","14346916.00","389060.00","-35599.00","258573.00",
"1310","台灣苯乙烯工業股份有限公司","塑膠工業","1.73","新台幣                 10.0000元","10945700.00","1023947.00","79933.00","882173.00",
"1312","國喬石油化學股份有限公司","塑膠工業","2.44","新台幣                 10.0000元","17079012.00","1715683.00","1155421.00","2318540.00",
"1313","聯成化學科技股份有限公司","塑膠工業","1.57","新台幣                 10.0000元","36163348.00","1305500.00","886347.00","1823523.00",
"1314","中國石油化學工業開發(股)公司","塑膠工業","2.11","新台幣                 10.0000元","24388945.00","2478132.00","2654266.00","4936779.00",
"1315","達新工業股份有限公司","塑膠工業","1.02","新台幣                 10.0000元","2077445.00","67170.00","127528.00","193074.00",
"1316","上曜建設開發股份有限公司","化學工業","-0.29","新台幣                 10.0000元","615866.00","-53734.00","20745.00","-36321.00",
"1319","東陽實業廠股份有限公司","塑膠工業","2.85","新台幣                 10.0000元","17987226.00","1860486.00","340849.00","1728675.00",
"1321","大洋塑膠工業股份有限公司","塑膠工業","-0.09","新台幣                 10.0000元","3294816.00","-71242.00","67460.00","-19623.00",
"1323","永裕塑膠工業股份有限公司","塑膠工業","2.00","新台幣                 10.0000元","2359139.00","292674.00","-1077.00","225992.00",
"1324","地球綜合工業股份有限公司","塑膠工業","0.79","新台幣                 10.0000元","886308.00","-18230.00","103328.00","59392.00",
"1325","恒大股份有限公司","塑膠工業","0.33","新台幣                 10.0000元","648356.00","45827.00","-10906.00","24780.00",
"1326","台灣化學纖維股份有限公司","塑膠工業","6.55","新台幣                 10.0000元","259629849.00","27096433.00","20318667.00","42615290.00",
"1337","亞洲塑膠再生資源控股有限公司","塑膠工業","0.70","新台幣                 10.0000元","3471355.00","218155.00","41013.00","186992.00",
"1338","廣華控股有限公司","汽車工業","6.60","新台幣                 10.0000元","5718666.00","678536.00","35540.00","533359.00",
"1339","昭輝實業股份有限公司","塑膠工業","2.70","新台幣                 10.0000元","2033644.00","370604.00","-106445.00","198752.00",
"1340","勝悅新材料有限公司","塑膠工業","4.89","新台幣                 10.0000元","2533366.00","724160.00","16957.00","617632.00",
"1402","遠東新世紀股份有限公司","紡織纖維","1.29","新台幣                 10.0000元","159663795.00","12060267.00","1562895.00","11319618.00",
"1409","新光合成纖維股份有限公司","紡織纖維","0.45","新台幣                 10.0000元","27032151.00","--","--","845344.00",
"1410","南洋染整股份有限公司","紡織纖維","0.95","新台幣                 10.0000元","406152.00","91494.00","1459.00","75935.00",
"1413","宏洲纖維工業股份有限公司","紡織纖維","0.47","新台幣                 10.0000元","2338737.00","65222.00","-3177.00","62045.00",
"1414","東和紡織股份有限公司","紡織纖維","0.49","新台幣                 10.0000元","574969.00","-30288.00","137651.00","106794.00",
"1416","廣豐實業股份有限公司","紡織纖維","0.77","新台幣                 10.0000元","2150050.00","149438.00","7824.00","155157.00",
"1417","嘉裕股份有限公司","紡織纖維","-0.83","新台幣                 10.0000元","1565537.00","-365768.00","52181.00","-313820.00",
"1418","東華合纖股份有限公司","紡織纖維","-5.38","新台幣                 10.0000元","1233800.00","-215181.00","-18671.00","-237278.00",
"1419","新光紡織股份有限公司","紡織纖維","0.36","新台幣                 10.0000元","1018038.00","-95429.00","192325.00","100897.00",
"1423","利華羊毛工業股份有限公司","紡織纖維","0.26","新台幣                 10.0000元","426006.00","313.00","48321.00","44865.00",
"1432","大魯閣實業股份有限公司","貿易百貨","-1.41","新台幣                 10.0000元","918123.00","-135720.00","-129937.00","-266807.00",
"1434","福懋興業股份有限公司","紡織纖維","2.29","新台幣                 10.0000元","30929414.00","1814636.00","2758611.00","4191484.00",
"1435","中福國際(股)公司","其他","0.06","新台幣                 10.0000元","25807.00","-3403.00","10880.00","7477.00",
"1436","華友聯開發股份有限公司(原福益)","建材營造","1.92","新台幣                 10.0000元","1478476.00","220528.00","-43722.00","145510.00",
"1437","勤益投資控股股份有限公司","半導體業","1.31","新台幣                 10.0000元","420201.00","223951.00","67255.00","254536.00",
"1438","裕豐國際開發股份有限公司","建材營造","-0.04","新台幣                 10.0000元","39.00","-6055.00","1559.00","-4496.00",
"1439","中和羊毛工業股份有限公司","紡織纖維","-0.06","新台幣                 10.0000元","189381.00","-13552.00","8347.00","-5346.00",
"1440","臺南紡織股份有限公司","紡織纖維","0.36","新台幣                 10.0000元","15516992.00","227239.00","357165.00","525509.00",
"1441","大東紡織股份有限公司","紡織纖維","-2.69","新台幣                 10.0000元","1227971.00","-131766.00","-37595.00","-169361.00",
"1442","名軒開發股份有限公司","建材營造","1.69","新台幣                 10.0000元","2422506.00","404986.00","35623.00","458642.00",
"1443","立益紡織股份有限公司","紡織纖維","-1.24","新台幣                 10.0000元","885043.00","-15883.00","-133380.00","-204997.00",
"1444","力麗企業股份有限公司","紡織纖維","-0.02","新台幣                 10.0000元","8198392.00","69580.00","-108907.00","-32556.00",
"1445","大宇紡織股份有限公司","紡織纖維","0.07","新台幣                 10.0000元","1189512.00","-10145.00","16603.00","9185.00",
"1446","宏和精密紡織股份有限公司","紡織纖維","-0.16","新台幣                 10.0000元","409024.00","-25558.00","5762.00","-22744.00",
"1447","力鵬企業股份有限公司","紡織纖維","-0.34","新台幣                 10.0000元","12046070.00","-38377.00","-346766.00","-299564.00",
"1449","佳和實業股份有限公司","紡織纖維","-0.08","新台幣                 10.0000元","2009606.00","-99083.00","112114.00","-12476.00",
"1451","年興紡織股份有限公司","紡織纖維","0.47","新台幣                 10.0000元","7087277.00","-1291.00","192380.00","158448.00",
"1452","宏益纖維工業股份有限公司","紡織纖維","1.27","新台幣                 10.0000元","1603372.00","184254.00","18739.00","168422.00",
"1453","大將開發股份有限公司","紡織纖維","-0.15","新台幣                 10.0000元","55234.00","-28193.00","15123.00","-13580.00",
"1454","台灣富綢纖維股份有限公司","紡織纖維","0.15","新台幣                 10.0000元","1400352.00","19934.00","2766.00","19544.00",
"1455","集盛實業股份有限公司","紡織纖維","0.29","新台幣                 10.0000元","10969751.00","128066.00","67859.00","180264.00",
"1456","怡華實業股份有限公司","紡織纖維","-0.20","新台幣                 10.0000元","573526.00","11906.00","-23924.00","-18917.00",
"1457","宜進實業股份有限公司","紡織纖維","0.91","新台幣                 10.0000元","3735056.00","176168.00","172701.00","290149.00",
"1459","聯發紡織纖維股份有限公司","紡織纖維","0.17","新台幣                 10.0000元","2459002.00","-92695.00","141332.00","53723.00",
"1460","宏遠興業股份有限公司","紡織纖維","0.30","新台幣                 10.0000元","6194581.00","237260.00","-47200.00","134855.00",
"1463","強盛染整股份有限公司","紡織纖維","3.48","新台幣                 10.0000元","1611239.00","624769.00","83799.00","683051.00",
"1464","得力實業股份有限公司","紡織纖維","0.92","新台幣                 10.0000元","5547346.00","302928.00","39255.00","309337.00",
"1465","偉全實業股份有限公司","紡織纖維","0.30","新台幣                 10.0000元","1395474.00","1938.00","38916.00","42417.00",
"1466","聚隆纖維股份有限公司","紡織纖維","-0.19","新台幣                 10.0000元","2960197.00","15984.00","-38566.00","-20662.00",
"1467","南緯實業股份有限公司","紡織纖維","-0.28","新台幣                 10.0000元","5364528.00","101992.00","-46025.00","-55667.00",
"1468","昶和纖維興業股份有限公司","紡織纖維","-0.38","新台幣                 10.0000元","468272.00","-47554.00","-18179.00","-65733.00",
"1469","理隆纖維工業股份有限公司","紡織纖維","-0.40","新台幣                 10.0000元","215551.00","-31087.00","-19859.00","-50327.00",
"1470","大統精密染整股份有限公司","紡織纖維","0.31","新台幣                 10.0000元","529164.00","27531.00","3813.00","26382.00",
"1471","首利實業股份有限公司","電子零組件業","-1.44","新台幣                 10.0000元","814380.00","-255256.00","-45389.00","-304727.00",
"1472","三洋紡織纖維股份有限公司","紡織纖維","-1.59","新台幣                 10.0000元","530589.00","-63730.00","-3799.00","-67218.00",
"1473","台南企業股份有限公司","紡織纖維","0.74","新台幣                 10.0000元","6482984.00","65311.00","37839.00","80489.00",
"1474","弘裕企業股份有限公司","紡織纖維","0.59","新台幣                 10.0000元","2442822.00","134101.00","-33062.00","75888.00",
"1475","本盟光電股份有限公司","紡織纖維","-2.54","新台幣                 10.0000元","106318.00","-41627.00","-5331.00","-46949.00",
"1476","儒鴻企業股份有限公司","紡織纖維","7.23","新台幣                 10.0000元","17191775.00","2866721.00","-385049.00","1983149.00",
"1477","聚陽實業股份有限公司","紡織纖維","4.87","新台幣                 10.0000元","17140336.00","1349318.00","-88220.00","1021388.00",
"1503","士林電機廠股份有限公司","電機機械","2.08","新台幣                 10.0000元","16234382.00","1118832.00","364258.00","1131130.00",
"1504","東元電機股份有限公司","電機機械","1.25","新台幣                 10.0000元","37667308.00","2659454.00","770296.00","2796811.00",
"1506","正道工業股份有限公司","電機機械","0.05","新台幣                 10.0000元","1019732.00","-148.00","-35682.00","10215.00",
